=========================================================================
                       第七章 解釋函令比對紀錄檔                         
=========================================================================

統計摘要：
  - 主檔版 (第七章_組長版.docx)：已匹配 339 筆，未匹配 105 筆
  - 新增版 (第七章(112.1開始增加).docx)：已匹配 19 筆，未匹配 9 筆
  - 合計比對成功：358 筆，合計未匹配：114 筆

比對詳細清單：
來源文件                          段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第七章_組長版.docx                  143   匹配成功           工程企字第10600044250號                  工程企字第10600044250號函            精確字號子字串比對           機關辦理勞動派遣採購，請落實履約管理，如發現廠商有延遲支付或積欠派遣勞工薪資等異...
第七章_組長版.docx                  144   匹配成功           營授辦建字第1060119633號                  營授辦建字第1060119633號函            精確字號子字串比對           為貴辦事處(臺灣區綜合營造業同業公會高雄辦事處)函詢有關營造業專任工程人員法定職...
第七章_組長版.docx                  145   未匹配 (比對不出(資料庫無此字號))工程管字第10700090062號                                                                    主旨：各機關辦理工程採購請確實將本國勞工及外籍勞工成本價差扣款規定納入契約，並依...
第七章_組長版.docx                  146   匹配成功           工程企字第10700180500號                  工程企字第10700180500號函            精確字號子字串比對           機關辦理採購，應避免遲延付款情形，並請依說明事項辦理，請查照並轉知所屬機關。...
第七章_組長版.docx                  147   匹配成功           工程企字第1110013739號                   工程企字第1110013739號函             精確字號子字串比對           主旨：重申機關辦理技術服務採購，其採總包價法計算服務費用者，其契約價金之給付方式...
第七章_組長版.docx                  149   匹配成功           (91)工程企字第91024200號                 (91)工程企字第91024200號函           精確字號子字串比對           各機關辦理與砂石、土方車輛及混凝土攪拌車裝載工料有關之工程採購，其物價指數調整等...
第七章_組長版.docx                  150   匹配成功           院授工企字第09200176120號                 院授工企字第09200176120號函           精確字號子字串比對           檢送「因應國內鋼筋價格變動之物價調整處理原則」乙份。...
第七章_組長版.docx                  151   匹配成功           院授工企字第09300118560號                 院授工企字第09300118560號函           精確字號子字串比對           為因應工程材料價格劇烈變動致增加契約雙方履約成本風險，以及廠商購料交易方式有改採...
第七章_組長版.docx                  152   匹配成功           院授工企字第09300172930號                 院授工企字第09300172930號函           精確字號子字串比對           檢送「中央機關已訂約工程因應國內營建物價變動之物價調整處理原則」乙份。...
第七章_組長版.docx                  153   匹配成功           院授工企字第09300172931號                 院授工企字第09300172931號函           精確字號子字串比對           檢送「中央機關已訂約工程因應國內營建物價變動之物價調整處理原則」乙份，請 參考並...
第七章_組長版.docx                  154   匹配成功           院授工企字第09400010620號                 院授工企字第09400010620號函           精確字號子字串比對           中央機關於93年12月31日以前決標之工程採購繼續適用「中央機關已訂約工程因應國...
第七章_組長版.docx                  155   匹配成功           院授工企字第09400010621號                 院授工企字第09400010621號函           精確字號子字串比對           地方機關於93年12月31日以前決標之工程採購得繼續準用「中央機關已訂約工程因應...
第七章_組長版.docx                  156   匹配成功           工程企字第09400321150號                  工程企字第09400321150號函            精確字號子字串比對           中央機關補助地方政府辦理之工程採購，如地方政府依行政院93年5月3日院授工企字第...
第七章_組長版.docx                  157   匹配成功           院授工企字第09500166030號                 院授工企字第09500166030號函           精確字號子字串比對           中央機關於93年12月31日以前決標之工程採購，繼續適用「中央機關已訂約工程因應...
第七章_組長版.docx                  158   匹配成功           院授工企字第09500166031號                 院授工企字第09500166031號函           精確字號子字串比對           地方機關於93年12月31日以前決標之工程採購，得繼續準用「中央機關已訂約工程因...
第七章_組長版.docx                  159   匹配成功           工程企字第09500307540號                  工程企字第09500307540號函            精確字號子字串比對           重申機關辦理工程採購之工程款隨物價指數調整規定如說明。...
第七章_組長版.docx                  160   匹配成功           工程企字第09500326530號                  工程企字第09500326530號函            精確字號子字串比對           機關辦理工程採購之工程款隨物價指數調整規定如說明。...
第七章_組長版.docx                  161   匹配成功           工程訴字第09600020010號                  工程訴字第09600020010號函            精確字號子字串比對           檢送「廠商請求物價指數調整履約調解案行政諮詢會議」會議紀錄正本乙份。...
第七章_組長版.docx                  162   匹配成功           工程企字第09600101870號                  工程企字第09600101870號函            精確字號子字串比對           有關營建工程「物價指數調整」執行作業疑義。...
第七章_組長版.docx                  163   匹配成功           院授工企字第09600138930號                 院授工企字第09600138930號函           精確字號子字串比對           中央機關於93年12月31日以前決標之工程採購，繼續適用「中央機關已訂約工程因應...
第七章_組長版.docx                  164   匹配成功           院授工企字第09600138931號                 院授工企字第09600138931號函           精確字號子字串比對           地方機關於93年12月31日以前決標之工程採購，得繼續準用「中央機關已訂約工程因...
第七章_組長版.docx                  165   匹配成功           工程企字第09600180910號                  工程企字第09600180910號函            精確字號子字串比對           茲補充本會96年3月9日工程企字第09600095000號函有關物價調整之參考執...
第七章_組長版.docx                  166   匹配成功           工程企字第09600265090號                  工程企字第09600265090號函            精確字號子字串比對           有關統包工程適用或準用「中央機關已訂約工程因應國內營建物價變動之物價調整處理原則...
第七章_組長版.docx                  167   匹配成功           工程企字第09600421180號函                 工程企字第09600421180號函            精確字號比對              各機關辦理工程採購，因不可歸責於廠商原因，致須辦理契約變更延長履約期限者，其物價...
第七章_組長版.docx                  168   匹配成功           工程企字第09600491580號                  工程企字第09600491580號函            精確字號子字串比對           機關辦理工程採購，其工程款隨物價指數調整方式，詳如說明。...
第七章_組長版.docx                  169   匹配成功           工程企字第09700080290號                  工程企字第09700080290號函            精確字號子字串比對           機關辦理工程採購之工程款隨物價指數調整方式，詳如說明。...
第七章_組長版.docx                  170   匹配成功           工程企字第09700109730號                  工程企字第09700109730號函            精確字號子字串比對           為因應近期工程材料價格持續上漲，避免因流、廢標而影響採購效率及工程進度，並減少履...
第七章_組長版.docx                  171   匹配成功           工程企字第09700100950號                  工程企字第09700100950號函            精確字號子字串比對           關於本會94年1月10日工程企字第09400005460號函釋之疑義，復如說明。...
第七章_組長版.docx                  172   未匹配 (比對不出(資料庫無此字號))處仁三字第0970001876號                                                                     有關建議將銅製品、鋁製品及碎石納入本處營造工程物價調查項目乙案，復如說明。...
第七章_組長版.docx                  173   匹配成功           工程企字第09700163230號                  工程企字第09700163230號函            精確字號子字串比對           各機關辦理工程採購，契約定有依營造工程物價指數之總指數、中分類項目指數及個別項目...
第七章_組長版.docx                  174   匹配成功           工程企字第09700193380號                  工程企字第09700193380號函            精確字號子字串比對           中鼎工程股份有限公司建議本會工程款隨物價指數調整之相關計算方式中，以投標截止日當...
第七章_組長版.docx                  175   匹配成功           院授工企字第09700234100號                 院授工企字第09700234100號函           精確字號子字串比對           檢送「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則」乙份。...
第七章_組長版.docx                  176   匹配成功           工程企字第09700270170號                  工程企字第09700270170號函            精確字號子字串比對           檢送「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則計算範例」，如附件。...
第七章_組長版.docx                  177   匹配成功           工程企字第09700333650號                  工程企字第09700333650號函            精確字號子字串比對           各機關辦理工程採購，97年以前及98年以後之工程款隨物價指數調整方式及其預算編列...
第七章_組長版.docx                  178   匹配成功           工程企字第09700319620號                  工程企字第09700319620號函            精確字號子字串比對           關於 貴府函詢物價指數調整疑義，詳如說明。...
第七章_組長版.docx                  179   匹配成功           院授工企字第09700402070號                 院授工企字第09700402070號函           精確字號子字串比對           修正「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則」第二點、第二點之一...
第七章_組長版.docx                  180   匹配成功           院授工企字第09700487010號                 院授工企字第09700487010號函           精確字號子字串比對           修正「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則」第一點、第四點，並...
第七章_組長版.docx                  181   匹配成功           工程企字第09700487150號                  工程企字第09700487150號函            精確字號子字串比對           機關依行政院訂頒「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則」(下稱...
第七章_組長版.docx                  182   匹配成功           工程企字第09700491140號                  工程企字第09700491140號函            精確字號子字串比對           檢送『依「機關已訂約施工中工程因應營建物價變動之物價調整補貼原則」給付物價調整補...
第七章_組長版.docx                  183   匹配成功           工程企字第09800049360號                  工程企字第09800049360號函            精確字號子字串比對           貴局函詢契約條文、物價調整及工程結算之疑義，復如說明。...
第七章_組長版.docx                  184   匹配成功           院授工企字第09800127660號                 院授工企字第09800127660號函           精確字號子字串比對           檢送「機關已訂約工程因應營建物價下跌之物價指數門檻調整處理原則」乙份。...
第七章_組長版.docx                  185   匹配成功           工程企字第09800146100號                  工程企字第09800146100號函            精確字號子字串比對           檢送「機關已訂約工程因應營建物價下跌之物價指數門檻調整處理原則計算範例」，如附件...
第七章_組長版.docx                  186   匹配成功           工程企字第09800101910號                  工程企字第09800101910號函            精確字號子字串比對           機關辦理工程採購，其契約金額依契約規定辦理物價指數調整者，關於估驗計價保留款、履...
第七章_組長版.docx                  187   匹配成功           工程企字第09800249450號                  工程企字第09800249450號函            精確字號子字串比對           審計部調查各級政府民國96年至97年度在建巨額工程採購營建物價指數調整執行情形，...
第七章_組長版.docx                  188   匹配成功           處仁三字第0980005872號                   處仁3字第0980005872號函             歸一化子字串比對            有關本處營造工程物價指數「76客土」之內涵，復如說明。...
第七章_組長版.docx                  189   匹配成功           工程企字第09800525550號                  工程企字第09800525550號函            精確字號子字串比對           貴會函詢「中央機關已訂約工程因應國內營建物價變動之物價調整處理原則」(下稱處理原...
第七章_組長版.docx                  190   匹配成功           工程企字第1090100596號                   工程企字第1090100596號函             精確字號子字串比對           為因應契約成立時當事人無法預料之物價變動情形，各機關履約中之政府採購案件，得採行...
第七章_組長版.docx                  191   匹配成功           工程企字第1100019426號                   工程企字第1100019426號函             精確字號子字串比對           主旨：關於機關辦理財物採購，得否依物價指數調整價款之疑義，復如說明，請查照。...
第七章_組長版.docx                  192   匹配成功           工程企字第1110006329號                   工程企字第1110006329號函             精確字號子字串比對           主旨：關於機關辦理勞務採購，得否依物價指數調整價款之疑義，復如說明，請查照。...
第七章_組長版.docx                  194   匹配成功           (88)工程企字第8808101號                  (88)工程企字第8808101號函            精確字號子字串比對           廠商因市場發生缺貨或停產，擬以等級高於原契約型錄之產品交貨乙節，可參考「採購契約...
第七章_組長版.docx                  195   匹配成功           (88)工程企字第8810860號                  (88)工程企字第8810860號函            精確字號子字串比對           查核金額以上之採購，其涉及契約內容之變更者，政府採購法並未規定須報經上級機關核准...
第七章_組長版.docx                  196   匹配成功           (88)工程企字第8812329號                  (88)工程企字第8812329號函            精確字號子字串比對           查「政府採購法」第二十二條所稱公告金額，於該條第一項第六款之情形係指追加契約以外...
第七章_組長版.docx                  197   匹配成功           (88)工程企字第8814342號                  (88)工程企字第8814342號函            精確字號子字串比對           工程停工期間監造費用之支付，應依契約規定辦理；契約未規定者，因本案係採建造費用百...
第七章_組長版.docx                  198   匹配成功           (88)工程企字第8808836號                  (88)工程企字第8808836號函            精確字號子字串比對           公告金額以上工程，以實做實算結算之合約，於辦理期間因未能預見之情形，致有結算時超...
第七章_組長版.docx                  199   匹配成功           (88)工程企字第8817812號                  (88)工程企字第8817812號函            精確字號子字串比對           貴院廢棄物清運合約因政府公告廢棄物代處理費用調漲，廠商要求調整契約價金乙節，履約...
第七章_組長版.docx                  200   匹配成功           (88)工程企字第8821153號                  (88)工程企字第8821153號函            精確字號子字串比對           機關辦理查核金額以上之工程採購，其變更設計所追加契約以外之工程金額，如在公告金額...
第七章_組長版.docx                  201   匹配成功           (89)工程企字第88022627號                 (89)工程企字第88022627號函           精確字號子字串比對           機關依本法第二十二條第一項第六款規定辦理追加契約以外之工程時，得另案簽訂契約或以...
第七章_組長版.docx                  202   匹配成功           (89)工程企字第89011725號                 (89)工程企字第89011725號函           精確字號子字串比對           關於本會89年2月3日(89)工程企字第89003082號函檢送「採購契約變更或...
第七章_組長版.docx                  203   匹配成功           (89)工程企字第89030669號                 (89)工程企字第89030669號函           精確字號子字串比對           有關「採購契約變更或加減價核准監辦備查規定一覽表」之「核准規定」欄，係指機關辦理...
第七章_組長版.docx                  204   匹配成功           (90)工程企字第90022631號                 (90)工程企字第90022631號函           精確字號子字串比對           有關　貴公所「嘉義縣阿里山鄉來吉社區更新土地重劃工程」承商因新修正之「道路交通管...
第七章_組長版.docx                  205   匹配成功           (90)工程企字第90027293號                 (90)工程企字第90027293號令           精確字號子字串比對           機關辦理工程採購，其須辦理契約變更而有新增非屬原契約數量清單內所列之工程項目者(...
第七章_組長版.docx                  206   匹配成功           (90)工程企字第90033154號                 (90)工程企字第90033154號函           精確字號子字串比對           交通部有關本會90年8月6日「研商工程契約按實作數量計價之項目與契約數量不符時需...
第七章_組長版.docx                  207   匹配成功           工程企字第09100422150號                  工程企字第09100422150號函            精確字號子字串比對           關於機關同意廠商依「採購契約要項」第二十一點及契約之規定辦理契約變更，其涉及契約...
第七章_組長版.docx                  208   匹配成功           工程企字第09400303980號                  工程企字第09400303980號函            精確字號子字串比對           關於94年7月1日勞工退休金條例(新制)施行，其涉及必須增加提撥勞工退休金之費用...
第七章_組長版.docx                  209   匹配成功           工程企字第09500063150號                  工程企字第09500063150號函            精確字號子字串比對           有關 貴府函詢政府採購法第22條第1項第6款適用疑義乙節，復如說明。...
第七章_組長版.docx                  210   匹配成功           工程企字第09500221470號                  工程企字第09500221470號函            精確字號子字串比對           有關「採購契約變更或加減價核准監辦備查規定一覽表」核准規定疑義，復如說明。...
第七章_組長版.docx                  211   匹配成功           工程企字第09500308620號                  工程企字第09500308620號函            精確字號子字串比對           所詢自然人得標後，可否以該個人獨資之工作室變更簽約主體乙節，復如說明。...
第七章_組長版.docx                  212   匹配成功           工程企字第09600048290號                  工程企字第09600048290號函            精確字號子字串比對           國內各機關辦理公共工程如使用鉻化砷酸銅(以下簡稱CCA)處理防腐木材，請依說明事...
第七章_組長版.docx                  213   匹配成功           工程企字第09700263880號                  工程企字第09700263880號函            精確字號子字串比對           有關技師事務所依工程技術顧問公司管理條例規定變更為組織公司，得否依契約轉讓規定轉...
第七章_組長版.docx                  214   匹配成功           工程企字第09700536510號                  工程企字第09700536510號函            精確字號子字串比對           政府採購法第22條第1項第6款所稱「必須追加契約以外之工程」之情形，包括新增項目...
第七章_組長版.docx                  215   匹配成功           工程企字第09900228710號                  工程企字第09900228710號函            精確字號子字串比對           貴處函詢工程採購契約單價調整之變更，是否屬政府採購法第22條第1項第6款所稱「必...
第七章_組長版.docx                  216   匹配成功           工程企字第09900413760號                  工程企字第09900413760號函            精確字號子字串比對           關於基本工資調整，如經 貴府認定涉及必須增加給付法定基本工資之費用而須辦理契約變...
第七章_組長版.docx                  217   匹配成功           工程企字第10100239240號                  工程企字第10100239240號函            精確字號子字串比對           有關貴府委託之技術服務廠商「○○工程顧問有限公司」，其登記負責人變更為「楊○○技...
第七章_組長版.docx                  218   匹配成功           工程管字第10200131240號                  工程管字第10200131240號函            精確字號子字串比對           「97年度中央政府總預算追加預算工程物價調整款支用要點」及「97年度中央政府擴大...
第七章_組長版.docx                  219   匹配成功           營署中建字第1023580047號                  營署中建字第1023580047號函            精確字號子字串比對           為臺灣區綜合營造工程工業同業公會洽本署有關營造業承攬公共工程，其承攬限額皆符合規...
第七章_組長版.docx                  220   匹配成功           工程企字第10200093580號                  工程企字第10200093580號函            精確字號子字串比對           機關辦理工程採購，如因可歸責於機關之事由致需變更契約，請依說明配合辦理。...
第七章_組長版.docx                  221   匹配成功           工程企字第10200205370號                  工程企字第10200205370號函            精確字號子字串比對           機關辦理工程採購，如因可歸責於機關之事由致需變更契約，而需展延工期者，請依說明配...
第七章_組長版.docx                  222   匹配成功           工程企字第10300192890號                  工程企字第10300192890號函            精確字號子字串比對           機關指示廠商辦理工程變更設計後，其涉有技術服務或工程採購契約變更者，請儘速完成契...
第七章_組長版.docx                  223   匹配成功           工程企字第10600064480號                  工程企字第10600064480號函            精確字號子字串比對           訂定「機關履約中工程因應一百零五年十二月勞動基準法部分條文修正法案之處理原則」，...
第七章_組長版.docx                  224   匹配成功           工程企字第10600074450號                  工程企字第10600074450號函            精確字號子字串比對           有關彰化基督教醫療財團法人申請將彰化基督教醫療財團法人鹿東基督教醫院（下稱鹿東醫...
第七章_組長版.docx                  225   匹配成功           工程企字第10600213570號                  工程企字第10600213570號函            精確字號子字串比對           關於中華郵政股份有限公司自106年8月1日起調整國內函件郵資，是否屬採購契約要項...
第七章_組長版.docx                  226   匹配成功           工程企字第10700046250號                  工程企字第10700046250號函            精確字號子字串比對           關於政府採購法施行細則第112條之1執行疑義，復如說明，請查照。...
第七章_組長版.docx                  227   匹配成功           工程企字第1080001262號                   工程企字第1080001262號函             精確字號子字串比對           因應近期預拌混凝土價格上漲情形，各機關履約中之政府採購案件，因不可歸責於契約當事...
第七章_組長版.docx                  228   匹配成功           工程技字第1080002605號                   工程技字第1080002605號函             精確字號子字串比對           為促進公共工程營建剩餘土石方資源有效利用，重申詳如說明，請查照辦理並轉知所屬(轄...
第七章_組長版.docx                  229   匹配成功           工程企字第1090100202號                   工程企字第1090100202號函             精確字號子字串比對           各機關履約中之政府採購案件，因COVID-19（武漢肺炎）疫情因素致廠商未能依契...
第七章_組長版.docx                  230   匹配成功           工程企字第1090022533號                   工程企字第1090022533號函             精確字號子字串比對           有關工程技術顧問有限公司負責人更換為已獨立設立技師事務所之執業技師，該技師事務所...
第七章_組長版.docx                  231   匹配成功           工程企字第1090100722號                   工程企字第1090100722號函             精確字號子字串比對           履約中之政府採購案件，契約約定依法規進用外籍營造工須扣除本外勞價差者，如說明，請...
第七章_組長版.docx                  232   匹配成功           工程企字第1090100923號                   工程企字第1090100923號函             精確字號子字串比對           得標之共同投標廠商成員因破產或其他重大情事無法繼續共同履約，其餘成員無法覓得與該...
第七章_組長版.docx                  233   匹配成功           工程企字第1100009360號                   工程企字第1100009360號函             精確字號子字串比對           主旨：關於機關之技術服務契約於「機關委託技術服務廠商評選及計費辦法」(下稱技服辦...
第七章_組長版.docx                  234   匹配成功           工程企字第10700011360號函                 工程企字第1100100263號函             精確字號子字串比對           主旨：履約中之政府採購案件，因新冠肺炎疫情因素致廠商未能依時履約，或因契約成立時...
第七章_組長版.docx                  235   匹配成功           工程管字第1100300567號                   工程管字第1100300567號函             精確字號子字串比對           各機關招標及履約中之公共工程，因COVID-19疫情持續嚴峻，若配合相關防疫措施...
第七章_組長版.docx                  236   匹配成功           工程企字第1100100388號                   工程企字第1100100388號函             精確字號子字串比對           各機關招標及履約中之技術服務採購案，因COVID-19疫情持續嚴峻致影響廠商備標...
第七章_組長版.docx                  237   匹配成功           工程企字第1100100680號                   工程企字第1100100680號函             精確字號子字串比對           主旨：各機關招標或履約中之勞務採購案，因COVID-19疫情持續嚴峻致影響廠商備...
第七章_組長版.docx                  239   匹配成功           (90)工程企字第90028374號                 (90)工程企字第90028374號函           精確字號子字串比對           為因應89年6月28日修正公布之勞動基準法第三十條勞工每二週工作總時數不得超過八...
第七章_組長版.docx                  240   匹配成功           工程企字第09100443860號                  工程企字第09100443860號函            精確字號子字串比對           有關工期之計算，屬履約管理事項，請依契約規定辦理，如雙方因履約爭議未能達成協議者...
第七章_組長版.docx                  241   未匹配 (比對不出(資料庫無此字號))工程管字第0930358630號                                                                     各工程主管機關工程施工查核小組查核施工進度之評分原則，如說明。...
第七章_組長版.docx                  242   未匹配 (比對不出(資料庫無此字號))工程管字第09400345040號                                                                    各工程主管機關工程施工查核小組有關施工進度之評分原則，修正如說明。...
第七章_組長版.docx                  243   匹配成功           工程企字第09500099440號                  工程企字第09500099440號函            精確字號子字串比對           臺北縣政府採購中心函詢工程履約期限計算及現場監造執行疑義，復如說明。...
第七章_組長版.docx                  244   匹配成功           台內營字第0960802950號                   台內營字第0960802950號函             精確字號子字串比對           訂定「建築物施工中營造業專任工程人員督察紀錄表」、「建築物施工日誌」及「建築物監...
第七章_組長版.docx                  245   匹配成功           工程企字第09800038310號                  工程企字第09800038310號函            精確字號子字串比對           關於採購契約規定履約期限以日曆天計算者，該履約期間之末日為休息日者，是否適用民法...
第七章_組長版.docx                  246   匹配成功           工程企字第10400226560號                  工程企字第10400226560號函            精確字號子字串比對           貴會(臺灣區綜合營造工程工業同業公會)反映法定正常工時縮短，未來將凸顯工程成本增...
第七章_組長版.docx                  247   匹配成功           工程管字第10500124350號                  工程管字第10500124350號函            精確字號子字串比對           檢送「公共工程施工進度管理作業參考要項」，請查照並轉知所屬(轄)機關。...
第七章_組長版.docx                  248   匹配成功           工程企字第1080100081號                   工程企字第1080100081號函             精確字號子字串比對           因應近來南部地區砂石短缺情形，各機關履約中之政府採購案件，因不可抗力或不可歸責於...
第七章_組長版.docx                  249   匹配成功           工程管字第1080300053號                   工程管字第1080300053號函             精確字號子字串比對           主旨:檢送本會以全生命周期管控，依前置作業、工程發包、工程施工等階段及其他通案性...
第七章_組長版.docx                  251   匹配成功           工程管字第11003006531號                  工程管字第11003006531號函            精確字號子字串比對           主旨：檢送「因應嚴重特殊傳染性肺炎疫情受影響公共工程之展延或停工處理方式」乙份，...
第七章_組長版.docx                  252   匹配成功           工程企字第1100100714號                   工程企字第1100100714號函             精確字號子字串比對           主旨：因應嚴重特殊傳染性肺炎（COVID-19）疫情，各機關得採視訊方式辦理與廠...
第七章_組長版.docx                  253   匹配成功           工程管字第1110008961號                   工程管字第1110008961號函             精確字號子字串比對           主旨：有關因防疫匡列納入居家隔離衍生人員不足，影響出勤或工地出工，導致工程要徑無...
第七章_組長版.docx                  254   匹配成功           工程管字第1110301008號                   工程管字第1110301008號函             精確字號子字串比對           主旨：檢送「嚴重特殊傳染性肺炎非第三級疫情警戒期間公共工程展延工期或停工處理方式...
第七章_組長版.docx                  257   匹配成功           台89勞安一字第0005075號                   台89勞安1字第0005075號函             歸一化子字串比對            函詢廠商為保障施工安全提報之現場安全衛生管理員，如為「營造業勞工安全衛生管理員」...
第七章_組長版.docx                  258   匹配成功           (89)工程企字第89017787號                 (89)工程企字第89017787號函           精確字號子字串比對           機關辦理工程採購設有監工人員者，應規定監工人員填寫監工日報表，並將之納為政府採購...
第七章_組長版.docx                  259   匹配成功           (90)工程管字第90031220號                 (90)工程管字第90031220號函           精確字號子字串比對           主旨:各機關辦理各項工程監工、驗收等工作，依據政府採購法第七十一條第三項、本會8...
第七章_組長版.docx                  260   未匹配 (比對不出(資料庫無此字號))工程管字第09200054290號                                                                    主旨：有關公共工程品質管理人員回訓及提報品管人員等乙案，詳如說明，請　查照並轉知...
第七章_組長版.docx                  261   未匹配 (比對不出(資料庫無此字號))工程管字第09200162400號                                                                    主旨： 請督促貴屬工程主辦機關落實政府採購法第七十條及「公共工程施工品質管理作業...
第七章_組長版.docx                  262   未匹配 (比對不出(資料庫無此字號))工程管字第09200153150號                                                                    有關品管人員於其負責工程申報完工後可否改登錄於其他工程疑義乙案，詳如說明。...
第七章_組長版.docx                  263   未匹配 (比對不出(資料庫無此字號))工程管字第09200530550號                                                                    有關承商提案之施工計畫與品質計畫是否須由監造單位之執業技師辦理等疑義，復如說明。...
第七章_組長版.docx                  264   未匹配 (比對不出(資料庫無此字號))工程管字第09300348250號                                                                    有關營造業之專任工程人員是否須於營造業承商填具之自主檢查表上簽章疑義，詳如說明。...
第七章_組長版.docx                  265   未匹配 (比對不出(資料庫無此字號))工程管字第09300369730號                                                                    有關公共工程品質管理人員回訓實施期程相關事宜，詳如說明。...
第七章_組長版.docx                  266   未匹配 (比對不出(資料庫無此字號))工程管字第09300452470號                                                                    有關辦理未達查核金額之工程，得比照查核金額以上之工程，於工程招標文件內訂定需設置...
第七章_組長版.docx                  267   未匹配 (比對不出(資料庫無此字號))工程管字第09500303210號                                                                    主旨:有關  貴府(臺北市政府)函詢所屬工程得標廠商之品管人員，是否得由分包廠商...
第七章_組長版.docx                  268   未匹配 (比對不出(資料庫無此字號))工程管字第09500443120號                                                                    有關「公共工程施工品質管理作業要點(以下簡稱品管要點)」第10點規定之監工人員，...
第七章_組長版.docx                  269   未匹配 (比對不出(資料庫無此字號))工程管字第09500509050號                                                                    本(95)年12月26日晚上8點26分，屏東恆春地區發生高達六點七級之強烈地震，...
第七章_組長版.docx                  270   未匹配 (比對不出(資料庫無此字號))工程管字第09600111540號                                                                    有關  貴所函詢「公共工程施工品質管理作業要點(以下簡稱品管要點)」第10點規定...
第七章_組長版.docx                  271   匹配成功           工程管字第09600170910號                  工程管字第09600170910號函            精確字號子字串比對           主旨:有關公共工程施工品質管理作業要點第10點，設置受訓合格監造單位監工人員規定...
第七章_組長版.docx                  272   未匹配 (比對不出(資料庫無此字號))工程管字第09600340400號                                                                    主旨:請  貴屬工程施工查核小組加強查核公共工程使用之鋼筋，是否具有「無輻射污染...
第七章_組長版.docx                  273   未匹配 (比對不出(資料庫無此字號))工程管字第09700450370號                                                                    有關技師事務所執業技師可否以受委託或受聘方式擔任施工廠商品管人員疑義乙案，詳如說...
第七章_組長版.docx                  274   未匹配 (比對不出(資料庫無此字號))工程管字第09900112640號                                                                    檢送「公共工程遭受地震後，各機關檢查公共工程設施應注意事項」，如附件，請轉知所屬...
第七章_組長版.docx                  292   匹配成功           工程技字第09900181181號                  工程技字第09900181181號函            精確字號子字串比對           為確保中小型公共工程品質，機關辦理工程之施工廠商如為丙等綜合營造業委託技師或建築...
第七章_組長版.docx                  293   匹配成功           工程企字第10000393420號                  工程企字第10000393420號函            精確字號子字串比對           近日媒體報導○○○企業有限公司仿冒其他廠牌塑膠管材，品質粗劣，危害公共工程安全案...
第七章_組長版.docx                  294   未匹配 (比對不出(資料庫無此字號))工程管字第1080300194號                                                                     有關訂定品管人員回訓時間緩衝期，以利品管人員彈性運用時間，且於合理時程內參加回訓...
第七章_組長版.docx                  295   未匹配 (比對不出(資料庫無此字號))工程管字第10900066941號                                                                    主旨：有關公共工程之預拌混凝土材料執行配比設計方式及經費編列事宜，詳如說明，請查...
第七章_組長版.docx                  296   未匹配 (比對不出(資料庫無此字號))工程管字第1090014309號                                                                     主旨：有關貴公司函詢公共工程品管人員及現場人員之執行業務問題，復如說明，請查照。...
第七章_組長版.docx                  298   匹配成功           (91)工程管字第91008350號                 (91)工程管字第91008350號函           精確字號子字串比對           有關釋疑公共工程監造事宜及行政作業之正確性乙案，復如說明。...
第七章_組長版.docx                  299   未匹配 (比對不出(資料庫無此字號))局力字第0910016832號                                                                      承囑就「公務機關之約聘、約僱人員，宜否擔任工地監造或監工事務」表示意見一案，復請...
第七章_組長版.docx                  300   匹配成功           (91)工程法字第91027127號                 (91)工程法字第91027127號函           精確字號子字串比對           有關本會91年4月22日研商「如何擴大委外監造及改善現行自辦監造作法，以提昇公共...
第七章_組長版.docx                  301   匹配成功           (91)工程管字第09100320160號              (91)工程管字第09100320160號函        精確字號子字串比對           有關 貴局(交通部台灣區國道新建工程局)所進用之派用人員與聘僱人員是否屬本會函釋...
第七章_組長版.docx                  302   匹配成功           工程企字第09200096900號                  工程企字第09200096900號函            精確字號子字串比對           貴所函詢關於「監造單位受品管訓練合格派駐工地之監造人員，可否兼任該監造工務所主任...
第七章_組長版.docx                  303   未匹配 (比對不出(資料庫無此字號))工程管字第09500163100號                                                                    主旨:有關公共工程之施工日報表、監工日報表執行疑義乙案，復如說明。...
第七章_組長版.docx                  304   未匹配 (比對不出(資料庫無此字號))工程企字第09500353110號                                                                    主旨:貴所辦理「潮州鎮骨堂新建工程」專案管理技術服務(含施工監造)，其監造計畫提...
第七章_組長版.docx                  305   未匹配 (比對不出(資料庫無此字號))工程管字第09700233070號                                                                    主旨:有關監造單位受訓合格派駐現場人員，工程竣工後可否改登錄於其他工程疑義乙案，...
第七章_組長版.docx                  306   未匹配 (比對不出(資料庫無此字號))工程管字第09700255560號                                                                    主旨:有關委託監造廠商派駐現場人員登錄「解除職務」疑義乙案，復如說明。...
第七章_組長版.docx                  307   未匹配 (比對不出(資料庫無此字號))工程管字第09700439140號                                                                    主旨:有關貴公司(○○工程顧問股份有限公司)承攬花蓮縣政府委託設計及監造技術服務...
