=========================================================================
                       第三章 解釋函令比對比對紀錄檔                     
=========================================================================

統計摘要：
  - 組長版：已匹配 770 筆，未匹配 77 筆
  - 新增版：已匹配 61 筆，未匹配 2 筆
  - 合計比對成功：831 筆，合計未匹配：79 筆

比對詳細清單：
來源文件                     段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第三章_組長版.docx             223   匹配成功           工程企字第09800358240號                  工程企字第09800358240號函            精確字號子字串比對           因應莫拉克颱風造成之災害需緊急處置之採購事項，政府採購法第22條第1項第3款及第...
第三章_組長版.docx             224   匹配成功           工程企字第09800368060號                  工程企字第09800368060號函            精確字號子字串比對           各機關辦理莫拉克颱風災後重建工程，有關以災民為優先僱用對象之執行方式如說明。 一...
第三章_組長版.docx             225   匹配成功           工程企字第09800385100號                  工程企字第09800385100號函            精確字號子字串比對           檢送「莫拉克颱風災後工程採購及諮詢機制」、「如何提升採購效率一覽表」及「機關依政...
第三章_組長版.docx             226   匹配成功           工程企字第09800395770號                  工程企字第09800395770號函            精確字號子字串比對           各機關因應莫拉克颱風造成之災害需緊急處置之採購事項，請注意效率、品質與清廉。 一...
第三章_組長版.docx             227   匹配成功           工程企字第09800385030號                  工程企字第09800385030號函            精確字號子字串比對           審計部調查各級政府95至96年度公告金額以上災害復建工程以限制性招標未經公開評選...
第三章_組長版.docx             228   匹配成功           衛署醫管字第0992960123號                  衛署醫管字第0992960123號函            精確字號子字串比對           有關本署所屬醫院是否為政府採購法第105條第1項第3款所稱之「公務機關」疑義案。...
第三章_組長版.docx             229   匹配成功           工程企字第10000281740號                  工程企字第10000281740號函            精確字號子字串比對           駐國外機構辦理採購，其資料傳輸作業方式修正如說明三。 一、政府採購公告及公報發行...
第三章_組長版.docx             230   匹配成功           工程企字第09800385100號函                 工程企字第09800385100號函            精確字號子字串比對           因應0206地震災害需緊急處置之採購事項，政府採購法(以下簡稱本法)第22條第1...
第三章_組長版.docx             232   匹配成功           工程企字第10500215870號                  工程企字第10500215870號函            精確字號子字串比對           因應尼伯特颱風災害需緊急處置之採購事項，政府採購法(以下簡稱本法)第22條第1項...
第三章_組長版.docx             233   匹配成功           工程企字第10700040280號                  工程企字第10700040280號函            精確字號子字串比對           因應「0206花蓮震災」需緊急處置之採購事項，政府採購法（以下簡稱本法）第22條...
第三章_組長版.docx             234   匹配成功           工程企字第1080100534號                   工程企字第1080100534號函             精確字號子字串比對           有關公立大專院校及公立醫療機構是否為政府採購法第105條第1項第3款所稱公務機關...
第三章_組長版.docx             235   匹配成功           工程企字第1090100098號                   工程企字第1090100098號函             精確字號子字串比對           各機關需緊急辦理與2019新型冠狀病毒肺炎（俗稱武漢肺炎）有關之各項採購，政府採...
第三章_組長版.docx             237   匹配成功           工程企字第09100431710號                  工程企字第09100431710號函            精確字號子字串比對           關於未達公告金額之工程採購案，如何依政府採購法及原住民族工作權保障法規定洽原住民...
第三章_組長版.docx             238   匹配成功           工程企字第09100494360號                  工程企字第09100494360號函            精確字號子字串比對           關於未達公告金額之採購，其依政府採購法及原住民族工作權保障法規定洽原住民辦理之方...
第三章_組長版.docx             239   匹配成功           工程企字第09200260100號                  工程企字第09200260100號函            精確字號子字串比對           宜蘭縣三星地區農會辦理行政院農業委員會休閒農漁園區計畫之委託技術服務採購案，其投...
第三章_組長版.docx             240   匹配成功           工程企字第09400418240號                  工程企字第09400418240號函            精確字號子字串比對           關於行政院原住民族委員會94年11月3日修正發布「原住民族工作權保障法施行細則」...
第三章_組長版.docx             241   匹配成功           工程企字第09400451080號                  工程企字第09400451080號函            精確字號子字串比對           為配合94年11月3日修正發布之原住民族工作權保障法施行細則第8條及第9條規定，...
第三章_組長版.docx             242   匹配成功           工程企字第09500007820號                  工程企字第09500007820號函            精確字號子字串比對           機關辦理位於原住民地區未達公告金額之採購，依中央機關未達公告金額採購招標辦法第2...
第三章_組長版.docx             243   匹配成功           工程企字第09500029450號                  工程企字第09500029450號函            精確字號子字串比對           所詢「旅遊服務」是否受原住民族工作權保障法(下稱原民法)第11條規定之限制乙案，...
第三章_組長版.docx             244   匹配成功           工程企字第09500166850號                  工程企字第09500166850號函            精確字號子字串比對           貴府函詢辦理位於原住民地區未達公告金額之採購，應優先決標予原住民廠商之執行疑義，...
第三章_組長版.docx             245   匹配成功           原民衛字第0960000511號                   原民衛字第0960000511號函             精確字號子字串比對           有關請釋示原住民族地區鄉公所逕利用中央信託局共同供應契約辦理未達公告金額，而逾公...
第三章_組長版.docx             246   匹配成功           工程企字第09800387310號                  工程企字第09800387310號函            精確字號子字串比對           機關辦理位於原住民地區未達公告金額之採購，應如何辦理招標，以符合身心障礙者權益保...
第三章_組長版.docx             247   匹配成功           原民衛字第0990002110號                   原民衛字第0990002110號函             精確字號子字串比對           有關位於原住民族地區之中央機關辦理未達公告金額，而逾公告金額十分之一之採購，應符...
第三章_組長版.docx             248   匹配成功           原民衛字第0990011689號                   原民衛字第0990011689號函             精確字號子字串比對           有關 貴府辦理未達公告金額採購案，得標之原住民廠商在履約期間，因內部組織結構改變...
第三章_組長版.docx             249   匹配成功           原民衛字第09900131211號                  原民衛字第09900131211號函            精確字號子字串比對           辦理原住民族地區未達公告金額採購，應確依「原住民族工作權保障法」第11條及其施行...
第三章_組長版.docx             251   匹配成功           工程企字第09800230740號                  工程企字第09800230740號函            精確字號子字串比對           為落實節能減碳及推動綠色採購，機關得依政府採購法第96條及機關優先採購環境保護產...
第三章_組長版.docx             252   匹配成功           工程企字第10300033210號                  工程企字第10300033210號函            精確字號子字串比對           機關辦理未達公告金額之採購，請查察身心障礙者權益保障法第69條及優先採購身心障礙...
第三章_組長版.docx             253   匹配成功           工程企字第10400173260號                  工程企字第10400173260號函            精確字號子字串比對           為協助青年創業者、社會企業、身心障礙福利機構或團體或庇護工場參與政府採購，特臚列...
第三章_組長版.docx             254   匹配成功           中企策字第10401011560號                  中企策字第10401011560號函            精確字號子字串比對           檢送「社會企業產品型錄」及行政院公共工程委員會函示如附件，請參考並轉知所屬機關優...
第三章_組長版.docx             256   匹配成功           工程企字第09800230740號                  工程企字第09800230740號函            精確字號子字串比對           為落實節能減碳及推動綠色採購，機關得依政府採購法第96條及機關優先採購環境保護產...
第三章_組長版.docx             257   匹配成功           環署綜字第1050051760號                   環署綜字第1050051760號函             精確字號子字串比對           環境基本法(下稱環基法)第38條第2項及資源回收再利用法(下稱資再法)第22條第...
第三章_組長版.docx             258   匹配成功           經授工字第10520421240號                  經授工字第10520421240號函            精確字號子字串比對           有關產業創新條例第27條第2項規定之執行疑義，復如說明，請查照。 一、復貴會10...
第三章_組長版.docx             259   匹配成功           環署管字第1050071875號                   環署管字第1050071875號函             精確字號子字串比對           有關反映資訊產品類環保標章獨家代理疑義一事，復如說明，請查照。 依「行政院環境保...
第三章_組長版.docx             261   匹配成功           工程企字第09900132600號                  工程企字第09900132600號函            精確字號子字串比對           我國加入世界貿易組織(WTO)政府採購協定(GPA)後，機關辦理採購，有關優先採...
第三章_組長版.docx             262   匹配成功           工程企字第10000087130號                  工程企字第10000087130號函            精確字號子字串比對           機關辦理工程採購，有關優先採購國產品之相關規定如說明。 一、立法院審查100年度...
第三章_組長版.docx             263   匹配成功           工程企字第10200259640號                  工程企字第10200259640號函            精確字號子字串比對           關於廠商建議「將臺灣製MIT微笑產品納入政府採購規範或作為公共工程優先採購標的」...
第三章_組長版.docx             264   匹配成功           工程企字第1080100085號                   工程企字第1080100085號函             精確字號子字串比對           機關辦理禮品或紀念品採購，有關優先採購國產品之相關規定如說明，請查照並轉知所屬（...
第三章_組長版.docx             265   匹配成功           工程企字第1090100278號                   工程企字第1090100278號函             精確字號子字串比對           因應2019新型冠狀病毒肺炎(COVID-19，又稱武漢肺炎)疫情對國內經濟及產...
第三章_組長版.docx             268   匹配成功           (90)工程企字第90021371號                 (90)工程企字第90021371號函           精確字號子字串比對           各機關辦理工程採購，如屬政府採購法施行細則第六十六條所稱異質之採購，且不宜以最低...
第三章_組長版.docx             269   匹配成功           (90)工程企字第90028894號                 (90)工程企字第90028894號函           精確字號子字串比對           「公開招標且以最低標決標之採購案」得依「機關委託技術服務廠商評選及計費辦法」第三...
第三章_組長版.docx             270   匹配成功           院臺經字第0920085307號                   院臺經字第0920085307號函             精確字號子字串比對           函送立法院第五屆第三會期第十次會議制定「擴大公共建設振興經濟暫行條例」時，通過三...
第三章_組長版.docx             271   匹配成功           工程企字第0920002621號                   工程企字第0920002621號函             精確字號子字串比對           關於　經濟部能源委員會5月15日召開「研商擴大公共建設方案之LED 交通號誌節能...
第三章_組長版.docx             272   匹配成功           都字第0920002686號                     都字第0920002686號函               精確字號子字串比對           有關「擴大公共建設振興經濟暫行條例」第十條疑義乙案，復如說明。 一、復行政院研究...
第三章_組長版.docx             273   匹配成功           工程企字第09500200030號                  工程企字第09500200030號函            精確字號子字串比對           有關行政院第2983次會議　院長提示「最低標為原則、最有利標為例外」乙案，為免發...
第三章_組長版.docx             274   匹配成功           工程企字第09500213540號                  工程企字第09500213540號函            精確字號子字串比對           檢送本會95年5月30日召開「本會訂頒『機關異質採購最低標作業須知』及『機關異質...
第三章_組長版.docx             275   匹配成功           工程企字第09500220160號                  工程企字第09500220160號函            精確字號子字串比對           檢送本會95年6月6日召開「本會訂頒『機關異質採購最低標作業須知』及『機關異質採...
第三章_組長版.docx             276   匹配成功           工程企字第09500227540號                  工程企字第09500227540號函            精確字號子字串比對           為釐清本會訂頒「機關異質採購最低標作業須知」及「機關異質採購最有利標作業須知」之...
第三章_組長版.docx             277   未匹配 (比對不出(資料庫無此字號))工程企字第096600038140號                                                                   重申機關辦理公告金額以上之委託技術服務，如屬政府採購法施行細則第66條所稱異質之...
第三章_組長版.docx             278   匹配成功           文資籌二字第0971101563號                  文資籌2字第0971101563號函            歸一化模糊比對             貴局函為有關「古蹟歷史建築及聚落修復或再利用採購公開評選，是否應依政府採購法最有...
第三章_組長版.docx             279   匹配成功           工程企字第09800083680號                  工程企字第09800083680號函            精確字號子字串比對           機關辦理工程採購，依政府採購法第43條規定，機關辦理工程採購，除我國締結之條約或...
第三章_組長版.docx             280   匹配成功           工程企字第09700288810號                  工程企字第09700288810號函            精確字號子字串比對           本會96年3月7日工程企字第09600092330號函修正「工程採購決標方式一覽...
第三章_組長版.docx             281   匹配成功           會授資籌四字第0982101757號                 會授資籌4字第0982101757號函           歸一化模糊比對             關於 貴會函詢政府機關辦理古蹟歷史建築及聚落修復或再利用有關採購，涉及文化資產保...
第三章_組長版.docx             282   匹配成功           工程企字第09800226570號                  工程企字第09800226570號函            精確字號子字串比對           機關辦理採購之決標原則，應依政府採購法第52條及第6條規定為適當之採購決定。 一...
第三章_組長版.docx             283   匹配成功           工程企字第09900023910號                  工程企字第09900023910號函            精確字號子字串比對           有關臺灣銀行採購部辦理「電腦週邊設備用品共同供應契約(案號：LP5-980056...
第三章_組長版.docx             284   匹配成功           工程企字第09900092830號                  工程企字第09900092830號函            精確字號子字串比對           為利各界瞭解如何依據政府採購法辦理文化創意採購，避免一律採「最低標」決標，影響採...
第三章_組長版.docx             285   匹配成功           工程企字第09900455950號                  工程企字第09900455950號函            精確字號子字串比對           為提升公共工程研究規劃、設計、監造及專案管理品質，茲重申辦理技術服務採購，避免廠...
第三章_組長版.docx             286   匹配成功           工程企字第10000034540號                  工程企字第10000034540號函            精確字號子字串比對           關於政府採購法第52條條文修正通過後之相關配合事宜如說明。 一、立法院業於100...
第三章_組長版.docx             287   匹配成功           工程企字第10000480950號                  工程企字第10000480950號函            精確字號子字串比對           機關辦理委託廣告服務採購，請依政府採購法第52條規定擇適當決標原則辦理。 一、1...
第三章_組長版.docx             288   匹配成功           工程企字第10100073930號                  工程企字第10100073930號函            精確字號子字串比對           各機關辦理採購，應依政府採購法及個案實際情形擇適當決標方式，避免不當採用最低標或...
第三章_組長版.docx             289   匹配成功           工程企字第10200455110號                  工程企字第10200455110號函            精確字號子字串比對           轉達文化部提出之「改善政府機關及圖書館中文圖書採購方式」建議方案如說明。 一、依...
第三章_組長版.docx             290   匹配成功           工程企字第10500387870號                  工程企字第10500387870號函            精確字號子字串比對           關於「機關巨額工程採購採最有利標決標作業要點」（下稱本要點）執行疑義，復如說明，...
第三章_組長版.docx             297   未匹配 (無發文字號)    採購作業較便捷，對機關準備招標及廠商投標都方便、迅速。                                                          採購作業較便捷，對機關準備招標及廠商投標都方便、迅速。...
第三章_組長版.docx             298   未匹配 (無發文字號)    部分廠商可能低價搶標，得標後影響履約品質或未能順利履約。                                                         部分廠商可能低價搶標，得標後影響履約品質或未能順利履約。...
第三章_組長版.docx             299   未匹配 (無發文字號)    除減價程序外，廠商無法任意變更或補充其投標文件。                                                             除減價程序外，廠商無法任意變更或補充其投標文件。...
第三章_組長版.docx             301   未匹配 (無發文字號)    可藉由評分機制，淘汰資格、規格及條件不及格廠商，就評分及格廠商之標價採最低標決標。                                                  可藉由評分機制，淘汰資格、規格及條件不及格廠商，就評分及格廠商之標價採最低標決標...
第三章_組長版.docx             302   未匹配 (無發文字號)    就評分達一定分數之廠商，藉由價格競爭機制，發揮與最低標決標方式相近之效果，可兼顧品質與價格。                                                  就評分達一定分數之廠商，藉由價格競爭機制，發揮與最低標決標方式相近之效果，可兼顧...
第三章_組長版.docx             304   未匹配 (無發文字號)    依招標文件規定之評審標準作綜合評選，以擇定最佳決標對象。機關可在既定之預算規模下，選擇較佳廠商及標的。                                                  依招標文件規定之評審標準作綜合評選，以擇定最佳決標對象。機關可在既定之預算規模下...
第三章_組長版.docx             305   未匹配 (無發文字號)    鼓勵廠商從事非價格之競爭，避免惡性低價搶標。                                                               鼓勵廠商從事非價格之競爭，避免惡性低價搶標。...
第三章_組長版.docx             306   未匹配 (無發文字號)    於評選結果無法評定最有利標時，可透過協商機制，洽評選及格廠商依招標文件之規定協商後，於一定期間內就得協商之項目，修改其投標文件；廠商就協商事項重行遞送投標文件後，再進行綜合評選。                                                  於評選結果無法評定最有利標時，可透過協商機制，洽評選及格廠商依招標文件之規定協商...
第三章_組長版.docx             307   未匹配 (無發文字號)    依採購法第56條，適用最有利標案件應報上級機關核准。                                                           依採購法第56條，適用最有利標案件應報上級機關核准。...
第三章_組長版.docx             310   未匹配 (無發文字號)    金額小。                                                                                 金額小。...
第三章_組長版.docx             311   未匹配 (無發文字號)    案情簡單，有明確履約依據。                                                                        案情簡單，有明確履約依據。...
第三章_組長版.docx             312   未匹配 (無發文字號)    履約期限較短。                                                                              履約期限較短。...
第三章_組長版.docx             313   未匹配 (無發文字號)    緊急採購案件。                                                                              緊急採購案件。...
第三章_組長版.docx             314   未匹配 (無發文字號)    市場普遍銷售之標的。                                                                           市場普遍銷售之標的。...
第三章_組長版.docx             315   未匹配 (無發文字號)    以前類似案件多採最低標，尚無明顯不良情形。                                                                以前類似案件多採最低標，尚無明顯不良情形。...
第三章_組長版.docx             317   未匹配 (無發文字號)    兼採最低標及最有利標競爭機制。                                                                      兼採最低標及最有利標競爭機制。...
第三章_組長版.docx             318   未匹配 (無發文字號)    以前類似案件多採評分及格最低標，尚無明顯不良情形。                                                            以前類似案件多採評分及格最低標，尚無明顯不良情形。...
第三章_組長版.docx             320   未匹配 (無發文字號)    金額大。                                                                                 金額大。...
第三章_組長版.docx             321   未匹配 (無發文字號)    案情複雜。                                                                                案情複雜。...
第三章_組長版.docx             322   未匹配 (無發文字號)    不同廠商之標的難訂統一比較規範。                                                                     不同廠商之標的難訂統一比較規範。...
第三章_組長版.docx             323   未匹配 (無發文字號)    巨額工程：依機關巨額工程採購採最有利標決標作業要點第2點第1項規定，以採最有利標決標為原則。                                                  巨額工程：依機關巨額工程採購採最有利標決標作業要點第2點第1項規定，以採最有利標...
第三章_組長版.docx             324   未匹配 (無發文字號)    專業服務、技術服務、資訊服務、社會福利服務、文化創意服務：依採購法第52條第2項規定，以不訂底價之最有利標為原則。                                                  專業服務、技術服務、資訊服務、社會福利服務、文化創意服務：依採購法第52條第2項...
第三章_組長版.docx             325   未匹配 (無發文字號)    藝文採購：依文化藝術採購辦法第9條規定，除有該條各款所定情形外，應採最有利標決標。                                                  藝文採購：依文化藝術採購辦法第9條規定，除有該條各款所定情形外，應採最有利標決標...
第三章_組長版.docx             326   未匹配 (無發文字號)    以前類似案件採最低標或評分及格最低標，曾發生不良情形者。                                                         以前類似案件採最低標或評分及格最低標，曾發生不良情形者。...
第三章_組長版.docx             329   未匹配 (無發文字號)    機關辦理採購，如符合採購法第20條各款之情形（投標文件審查須費時長久始能完成、廠商準備投標需高額費用者、廠商資格條件複雜者），得個案採選擇性招標，以公告方式預先依一定資格條件辦理廠商資格審查後，再行邀請符合資格之廠商投標，以減省機關審標作業及廠商之備標成本。                                                  機關辦理採購，如符合採購法第20條各款之情形（投標文件審查須費時長久始能完成、廠...
第三章_組長版.docx             330   未匹配 (無發文字號)    選擇性招標之決標選用原則，同參、決標方式選用原則。                                                            選擇性招標之決標選用原則，同參、決標方式選用原則。...
第三章_組長版.docx             332   未匹配 (無發文字號)    機關得基於效率及品質之要求，依採購法第24條規定採統包方式辦理，將工程或財物採購中之設計與施工、供應、安裝或一定期間之維修等併於同一採購契約辦理招標。由得標廠商負責細部設計，並將設計成果履行。                                                  機關得基於效率及品質之要求，依採購法第24條規定採統包方式辦理，將工程或財物採購...
第三章_組長版.docx             333   未匹配 (無發文字號)    統包採購包含設計及施工或供應，且廠商得標後須提出細部設計，宜採最有利標。                                                  統包採購包含設計及施工或供應，且廠商得標後須提出細部設計，宜採最有利標。...
第三章_組長版.docx             378   匹配成功           (89)工程企字第89004504號                 (89)工程企字第89004504號函           精確字號子字串比對           貴廠辦理「九二一震災拆除工程(三)」，得認定最低標標價為負數之廠商得標。 行政院...
第三章_組長版.docx             379   匹配成功           (89)工程企字第89006343號                 (89)工程企字第89006343號函           精確字號子字串比對           招標機關非不得認定最低標標價為零之廠商得標，本會89年2月29日(89)工程企字...
第三章_組長版.docx             380   匹配成功           (89)工程企字第89014384號                 (89)工程企字第89014384號函           精確字號子字串比對           貴校辦理圖書採購，擬以折扣數之高低為決標依據者，如符合政府採購法第五十二條第一項...
第三章_組長版.docx             381   匹配成功           (89)工程企字第89017457號                 (89)工程企字第89017457號函           精確字號子字串比對           除依本法第九十九條、本法施行細則第一百零九條規定，以廠商承諾給付機關價金之最高者...
第三章_組長版.docx             383   匹配成功           (89)工程企字第89021177號                 (89)工程企字第89021177號函           精確字號子字串比對           關於「政府委託研究計畫」適用政府採購法之執行疑義。 訂定底價確有困難之特殊或複雜...
第三章_組長版.docx             384   匹配成功           工程企字第09800547240號                  工程企字第09800547240號函            精確字號子字串比對           檢送「依政府採購法施行細則第63條辦理冷凍空調工程之參考方式」乙份，各機關可視需...
第三章_組長版.docx             386   匹配成功           (88)工程企字第8810261號                  (88)工程企字第8810261號函            精確字號子字串比對           政府採購法第五十七條第三款所稱「已標示得更改項目之內容」並無特定項目之限制，而係...
第三章_組長版.docx             387   匹配成功           (91)工程企字第91025641號                 (91)工程企字第91025641號函           精確字號子字串比對           檢送本會91年6月7日「最有利標執行問題研討會」會議紀錄乙份。 「最有利標執行問...
第三章_組長版.docx             388   匹配成功           工程企字第09200193720號                  工程企字第09200193720號函            精確字號子字串比對           各機關辦理公告金額以上之委託技術服務，如屬政府採購法施行細則第六十六條所稱異質之...
第三章_組長版.docx             389   匹配成功           工程企字第09200338640號                  工程企字第09200338640號函            精確字號子字串比對           本會前訂頒之「最有利標作業手冊」業經配合相關法令予以修訂，並公開於本會網站(ww...
第三章_組長版.docx             390   匹配成功           工程企字第09200485010號                  工程企字第09200485010號函            精確字號子字串比對           本會92年8月15日修訂之「最有利標作業手冊」，其中肆、二、(一)、５已略作修正...
第三章_組長版.docx             391   匹配成功           工程企字第09300345222號                  工程企字第09300345222號函            精確字號子字串比對           「最有利標評選辦法」第二十條及「採購評選委員會審議規則」第六條之一條文，業經本會...
第三章_組長版.docx             392   未匹配 (比對不出(資料庫無此字號))新總庶字第0941120056號                                                                     檢送「最有利標公開評選實務作業二十四問」1份，請 查照卓參處。 本局於93年12...
第三章_組長版.docx             393   匹配成功           工程企字第09500089250號                  工程企字第09500089250號函            精確字號子字串比對           修正「政府採購法規定須報上級機關核准核定同意備查事項上級機關權責一覽表」，並自即...
第三章_組長版.docx             394   匹配成功           工程企字第09500089271號                  工程企字第09500089271號函            精確字號子字串比對           「政府採購法規定須報上級機關核准核定同意備查事項上級機關權責一覽表」，業經本會於...
第三章_組長版.docx             395   匹配成功           工程企字第09500107830號                  工程企字第09500107830號函            精確字號子字串比對           關於本會95年3月16日工程企字第09500089250號令修正發布「政府採購法...
第三章_組長版.docx             396   匹配成功           工程企字第09500356150號                  工程企字第09500356150號函            精確字號子字串比對           重申機關依本會訂頒「政府採購法規定須報上級機關核准核定同意備查事項上級機關權責一...
第三章_組長版.docx             397   匹配成功           工程企字第09600512100號                  工程企字第09600512100號函            精確字號子字串比對           機關以最有利標方式辦理工程採購，請依說明辦理。 本會已建置「最有利標標案管理系統...
第三章_組長版.docx             398   匹配成功           院授工企字第09800149320號                 院授工企字第09800149320號函           精確字號子字串比對           機關辦理採購之決標原則，應依政府採購法第52條及第56條規定辦理；如欲採最有利標...
第三章_組長版.docx             399   匹配成功           工程企字第09900096840號                  工程企字第09900096840號函            精確字號子字串比對           檢送本會訂定之機關辦理最有利標簽辦文件範例如附件。 一、為協助各機關正確辦理最有...
第三章_組長版.docx             400   匹配成功           工程企字第09900208060號                  工程企字第09900208060號函            精確字號子字串比對           檢送修正「機關辦理最有利標簽辦文件範例」如附件。 一、依「採購評選委員會組織準則...
第三章_組長版.docx             401   匹配成功           工程企字第09900376000號                  工程企字第09900376000號函            精確字號子字串比對           新竹市政府研議以LED路燈節能燈具汰換轄區道路傳統路燈，並以節省之電費(或維護費...
第三章_組長版.docx             402   匹配成功           法檢字第10100259890號                   法檢字第10100259890號函             精確字號子字串比對           關於貴委員於101年11月29日立法院第8屆第2會期交通委員會第14次全體委員會...
第三章_組長版.docx             403   匹配成功           經授能字第10205019560號                  經授能字第10205019560號函            精確字號子字串比對           為辦理「全臺設置LED路燈」措施項下各LED路燈換裝計畫，採最有利標決標及節能績...
第三章_組長版.docx             404   匹配成功           主會財字第1050020182號                   主會財字第1050020182號函             精確字號子字串比對           為利各機關依「機關採購審查小組設置及作業要點」辦理審查事宜，請查照轉知所屬會計機...
第三章_組長版.docx             405   匹配成功           工程企字第10500381980號                  工程企字第10500381980號會議紀錄         精確字號子字串比對           檢送本會105年11月14日「最有利標協商機制座談會」會議紀錄乙份，請查照。 最...
第三章_組長版.docx             406   匹配成功           工程企字第10600147370號                  工程企字第10600147370號函            精確字號子字串比對           機關辦理採購採最有利標決標，建議對於曾因可歸責於廠商之事由，致終止或解除契約而遭...
第三章_組長版.docx             407   匹配成功           工程企字第10700045370號                  工程企字第10700045370號函            精確字號子字串比對           修正「最有利標作業手冊」，其電子檔並登載於本會網站（進入首頁https://ww...
第三章_組長版.docx             408   匹配成功           工程企字第10700107620號                  工程企字第10700107620號函            精確字號子字串比對           有關107年3月12日行政院長於中央廉政委員會第20次委員會議聽取「工程採購採最...
第三章_組長版.docx             409   匹配成功           工程企字第1080100510號函                  工程企字第1080100553號函             精確字號子字串比對           修正「最有利標作業手冊」及「機關辦理最有利標簽辦文件範例」，請查照並轉知所屬機關...
第三章_組長版.docx             411   匹配成功           (88)工程企字第8813452號                  (88)工程企字第8813452號函            精確字號子字串比對           機關依政府採購法第五十二條第一項第四款規定辦理複數決標，其採公開招標分項決標者之...
第三章_組長版.docx             412   匹配成功           (89)工程企字第89010368號                 (89)工程企字第89010368號函           精確字號子字串比對           關於保留數量選擇組合權利之複數決標方式，建議依本會修正後之方案(如附件)辦理。複...
第三章_組長版.docx             413   匹配成功           工程企字第09200288860號                  工程企字第09200288860號函            精確字號子字串比對           貴校收容人副食品採購疑義一案，復如說明。 機關採購採複數決標並以項目分別決標，其...
第三章_組長版.docx             414   匹配成功           工程企字第09600045980號                  工程企字第09600045980號函            精確字號子字串比對           所詢得否於招標時限制投標廠商之得標區數乙案，復如說明。 依政府採購法第52條第1...
第三章_組長版.docx             415   匹配成功           工程企字第10100392620號                  工程企字第10100392620號函            精確字號子字串比對           機關辦理採購採分項複數決標者，其無廠商投標之項次，得否續依政府採購法第22條第1...
第三章_組長版.docx             417   匹配成功           (89)工程企字第89019314號                 (89)工程企字第89019314號函           精確字號子字串比對           彰化縣政府環境保護局「委託移置、貯存及處理廢棄車輛」是否適用政府採購法乙節，旨揭...
第三章_組長版.docx             418   匹配成功           工程企字第09600176440號                  工程企字第09600176440號函            精確字號子字串比對           所詢政府採購法施行細則第109條第1項第1款規定之執行疑義，復如說明。 機關依政...
第三章_組長版.docx             420   未匹配 (無發文字號)    (88)工程企傳第043號                                                                        農委會畜產試驗所以公開招標招標方式採購飼料原料(如玉米、黃豆粉)，因分批交貨期間...
第三章_組長版.docx             421   匹配成功           (89)工程企字第89011787號                 (89)工程企字第89011787號函           精確字號子字串比對           對於保險法主管機關核定之「規章費率」，如無由業者調整之可能，機關可於招標文件載明...
第三章_組長版.docx             422   匹配成功           文藝字第1021022733號                    文藝字第1021022733號函              精確字號子字串比對           有關 貴會(行政院公共工程委員會)請本部釐清公共藝術設置辦法第21條第2項、第2...
第三章_組長版.docx             425   匹配成功           (88)工程企字第8810514號                  (88)工程企字第8810514號函            精確字號子字串比對           關於機關辦理昇降設備之採購，廠商資格條件得否限定應具「中華民國升降設備安全協會甲...
第三章_組長版.docx             426   匹配成功           (88)工程企字第8814049號                  (88)工程企字第8814049號函            精確字號子字串比對           招標文件載明「投標廠商」應附具票據交換機構出具之非拒絕往來戶或無退票紀錄證明者，...
第三章_組長版.docx             427   匹配成功           (88)工程企字第8815276號                  (88)工程企字第8815276號函            精確字號子字串比對           關於公會會員證….基本資格之選擇，本法第三十六條第一項之規定為「機關辦理採購，『...
第三章_組長版.docx             428   匹配成功           (88)工程企字第8815532號                  (88)工程企字第8815532號函            精確字號子字串比對           機關辦理採購，未規定廠商基本資格應繳交公會會員證，未違反政府採購法。 行政院公共...
第三章_組長版.docx             429   匹配成功           (88)工程企字第8818531號                  (88)工程企字第8818531號函            精確字號子字串比對           「投標廠商資格與特殊或巨額採購認定標準」第四條第一項第一款對於財力之規定為「現有...
第三章_組長版.docx             430   匹配成功           (88)工程企字第8821056號                  (88)工程企字第8821056號函            精確字號子字串比對           機關準用[公營事業機構指定地區採購房地產作業辦法]辦理房地採購，如應徵房地正進行...
第三章_組長版.docx             431   匹配成功           (89)工程企字第88022684號                 (89)工程企字第88022684號函           精確字號子字串比對           關於 貴縣樹林市公所「財物兌換券」採購適用政府採購法之執行疑義。 前揭「財物兌換...
第三章_組長版.docx             432   匹配成功           (89)工程企字第89000530號                 (89)工程企字第89000530號函           精確字號子字串比對           貴局函詢投標廠商資格疑義乙案。貴局如允許無「公司執照」之獨資或合夥之工商行號參加...
第三章_組長版.docx             433   匹配成功           (89)工程企字第89007116號                 (89)工程企字第89007116號函           精確字號子字串比對           茲補充訂定機關辦理採購限定投標廠商營業項目之規定如說明。 一、機關辦理採購，如基...
第三章_組長版.docx             434   匹配成功           (89)工程企字第89004505號                 (89)工程企字第89004505號函           精確字號子字串比對           依行政院國軍退除役官兵輔導委員會組織條例第十六條組成之非公司組織事業機構參加投標...
第三章_組長版.docx             435   匹配成功           (89)工程企字第89007521號                 (89)工程企字第89007521號函           精確字號子字串比對           關於機關規定投標廠商出席開標時須繳驗承攬工程手冊正本之執行疑義。 旨揭繳驗規定造...
第三章_組長版.docx             436   匹配成功           (89)工程企字第89008691號                 (89)工程企字第89008691號函           精確字號子字串比對           關於「投標廠商資格與特殊或巨額採購認定標準」第四條第三款「具有專門技能之證明」之...
